Drone ID,Start Time,End Time,Total Time (minutes),Total Distance (km),Number of Alerts,Cities Passed
18932,2024-01-09 09:30:00,2024-01-09 09:30:00,0.0,55.05156537412217,8,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי', 'אביבים', 'ברעם', 'יראון']"
18940,2024-01-09 09:47:00,2024-01-09 09:47:00,0.0,1.6336369793024257,2,"['ביריה', 'צפת']"
18952,2024-01-09 10:04:00,2024-01-09 10:06:00,2.0,236.67200978752547,40,"['יפתח', 'עלמה', 'כרם בן זמרה', 'דלתון', 'אזור תעשייה רמת דלתון', 'יראון', 'ריחאנייה', 'אביבים', 'רמות נפתלי', 'ברעם', 'מרכז אזורי מבואות חרמון', 'מלכיה', 'דישון', 'אזור תעשייה רמת דלתון', 'ברעם', 'דישון', 'דלתון', 'יפתח', 'מלכיה', 'כרם בן זמרה', 'מרכז אזורי מבואות חרמון', 'עלמה', 'אביבים', 'יראון', 'שדה אליעזר', 'שדה אליעזר', 'משמר הירדן', 'יסוד המעלה', 'חולתה', 'גדות', 'איילת השחר', 'ריחאנייה', 'עמוקה', 'משמר הירדן', 'יסוד המעלה', 'חולתה', 'גדות', 'איילת השחר', 'עמוקה', 'רמות נפתלי']"
18954,2024-01-09 10:10:00,2024-01-09 10:10:00,0.0,9.18883777144146,5,"['אזור תעשייה רמת דלתון', 'דלתון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
18956,2024-01-09 10:13:00,2024-01-09 10:13:00,0.0,1.6336369793024257,2,"['ביריה', 'צפת']"
18958,2024-01-09 13:24:00,2024-01-09 13:24:00,0.0,7.657037385058114,3,"['אביבים', 'ברעם', 'יראון']"
18960,2024-01-09 13:26:00,2024-01-09 13:26:00,0.0,12.857875747264508,5,"['דלתון', 'ריחאנייה', 'אזור תעשייה רמת דלתון', 'עלמה', 'כרם בן זמרה']"
18964,2024-01-09 14:46:00,2024-01-09 14:47:00,1.0,76.99724074299877,13,"['רמות נפתלי', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'דישון', 'גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
18966,2024-01-09 14:55:00,2024-01-09 14:55:00,0.0,37.49142543556964,5,"['יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי', 'דישון']"
18968,2024-01-09 15:09:00,2024-01-09 15:09:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
18970,2024-01-09 15:25:00,2024-01-09 15:25:00,0.0,66.9267379882177,16,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
18972,2024-01-09 15:51:00,2024-01-09 15:51:00,0.0,6.848871007339049,3,"['ברעם', 'אביבים', 'יראון']"
18974,2024-01-09 15:53:00,2024-01-09 15:53:00,0.0,10.286876056362658,5,"['עלמה', 'אזור תעשייה רמת דלתון', 'דלתון', 'כרם בן זמרה', 'ריחאנייה']"
18985,2024-01-09 20:19:00,2024-01-09 20:19:00,0.0,32.48997482968152,5,"['רמות נפתלי', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'דישון']"
18993,2024-01-11 13:54:00,2024-01-11 13:54:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19054,2024-01-16 07:19:00,2024-01-16 07:19:00,0.0,28.98543342138868,7,"['איילת השחר', 'גדות', 'חולתה', 'יסוד המעלה', 'משמר הירדן', 'עמוקה', 'שדה אליעזר']"
19082,2024-01-17 15:58:00,2024-01-17 15:58:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19092,2024-01-17 18:41:00,2024-01-17 18:41:00,0.0,9.18883777144146,5,"['אזור תעשייה רמת דלתון', 'דלתון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
19096,2024-01-17 18:44:00,2024-01-17 18:44:00,0.0,5.408238733714166,3,"['אור הגנוז', 'קדיתא', 'מירון']"
19120,2024-01-20 12:12:00,2024-01-20 12:12:00,0.0,97.70653958914667,15,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19176,2024-01-27 08:38:00,2024-01-27 08:38:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
19180,2024-01-27 10:08:00,2024-01-27 10:08:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19184,2024-01-27 15:16:00,2024-01-27 15:16:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19196,2024-01-28 16:29:00,2024-01-28 16:29:00,0.0,4.331416052713737,2,"['קדמת צבי', 'קצרין']"
19200,2024-01-28 16:34:00,2024-01-28 16:34:00,0.0,4.331416052713737,2,"['קדמת צבי', 'קצרין']"
19329,2024-02-06 16:10:00,2024-02-06 16:10:00,0.0,17.27501730926091,6,"['קיבוץ דן', 'שניר', ""ע'ג'ר"", 'דפנה', 'הגושרים', 'שאר ישוב']"
19341,2024-02-08 16:50:00,2024-02-08 16:50:00,0.0,31.644170657041457,8,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19357,2024-02-09 12:11:00,2024-02-09 12:12:00,1.0,60.53750972330612,15,"['אבן מנחם', 'אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'זרעית', 'חניתה', 'יערה', 'ערב אל עראמשה', 'שומרה', 'שתולה', 'אבירים', 'אלקוש', 'נטועה', 'פסוטה']"
19375,2024-02-10 11:32:00,2024-02-10 11:32:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19377,2024-02-10 11:36:00,2024-02-10 11:36:00,0.0,31.644170657041457,8,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19421,2024-02-15 13:23:00,2024-02-15 13:23:00,0.0,72.83983188566728,13,"['יראון', 'מלכיה', 'דישון', 'רמות נפתלי', 'ברעם', 'מרכז אזורי מבואות חרמון', 'יפתח', 'אביבים', 'אזור תעשייה רמת דלתון', 'דלתון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
19455,2024-02-19 10:25:00,2024-02-19 10:25:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
19465,2024-02-19 18:34:00,2024-02-19 18:36:00,2.0,77.83401168227229,16,"['אביבים', 'ברעם', 'יראון', 'אזור תעשייה רמת דלתון', 'דלתון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה', 'בית ספר שדה מירון', ""דוב''ב"", 'חורפיש', 'מתת', 'סאסא', 'פקיעין', 'צבעון', 'צוריאל']"
19471,2024-02-21 16:50:00,2024-02-21 16:50:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19492,2024-02-23 09:27:00,2024-02-23 09:27:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
19498,2024-02-23 09:31:00,2024-02-23 09:31:00,0.0,87.41562367337082,13,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר', 'דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
19502,2024-02-24 10:23:00,2024-02-24 10:23:00,0.0,28.98543342138868,7,"['איילת השחר', 'גדות', 'חולתה', 'יסוד המעלה', 'משמר הירדן', 'עמוקה', 'שדה אליעזר']"
19508,2024-02-24 13:16:00,2024-02-24 13:16:00,0.0,7.657037385058114,3,"['אביבים', 'ברעם', 'יראון']"
19510,2024-02-24 13:18:00,2024-02-24 13:18:00,0.0,79.13719154398078,10,"['אזור תעשייה רמת דלתון', 'דישון', 'דלתון', 'יפתח', 'כרם בן זמרה', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'עלמה', 'ריחאנייה', 'רמות נפתלי']"
19536,2024-02-25 12:24:00,2024-02-25 12:24:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
19554,2024-02-25 16:20:00,2024-02-25 16:21:00,1.0,66.68935148740992,16,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'כפר גלעדי', 'מטולה', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
19558,2024-02-26 04:27:00,2024-02-26 04:27:00,0.0,12.139596819219076,5,"[""מג'דל שמס"", 'מסעדה', ""נווה אטי''ב"", 'נמרוד', 'עין קנייא']"
19588,2024-02-27 15:32:00,2024-02-27 15:32:00,0.0,27.845666885291607,5,"['בית ספר שדה מירון', 'חורפיש', 'פקיעין', 'צבעון', 'צוריאל']"
19590,2024-02-27 15:34:00,2024-02-27 15:34:00,0.0,8.167287651703564,3,"[""בית ג'אן"", 'הר-חלוץ', 'חרשים']"
19680,2024-03-03 17:32:00,2024-03-03 17:32:00,0.0,28.98543342138868,7,"['איילת השחר', 'גדות', 'חולתה', 'יסוד המעלה', 'משמר הירדן', 'עמוקה', 'שדה אליעזר']"
19686,2024-03-04 11:22:00,2024-03-04 11:22:00,0.0,91.93760111542208,18,"['בית הלל', 'עמיר', 'נאות מרדכי', 'להבות הבשן', 'כפר סאלד', 'כפר בלום', 'גונן', 'תל חי', 'קריית שמונה', 'משגב עם', 'מרגליות', 'מעיין ברוך', 'מנרה', 'מטולה', 'כפר יובל', 'כפר גלעדי', 'שדה נחמיה', 'שמיר']"
19690,2024-03-04 16:51:00,2024-03-04 16:51:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
19692,2024-03-04 18:47:00,2024-03-04 18:47:00,0.0,31.644170657041457,8,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19767,2024-03-09 20:18:00,2024-03-09 20:18:00,0.0,39.2500723731254,5,"['מלכיה', 'דישון', 'רמות נפתלי', 'מרכז אזורי מבואות חרמון', 'יפתח']"
19796,2024-03-10 11:47:00,2024-03-10 11:47:00,0.0,66.9267379882177,16,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
19798,2024-03-10 11:55:00,2024-03-10 11:55:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
19804,2024-03-11 10:39:00,2024-03-11 10:39:00,0.0,12.139596819219076,5,"[""מג'דל שמס"", 'מסעדה', ""נווה אטי''ב"", 'נמרוד', 'עין קנייא']"
19806,2024-03-11 10:41:00,2024-03-11 10:41:00,0.0,4.919933699831237,3,"['אודם', 'אל רום', 'בוקעתא']"
19808,2024-03-11 10:42:00,2024-03-11 10:42:00,0.0,3.1354508121768716,2,"['קלע', 'שעל']"
19893,2024-03-18 12:38:00,2024-03-18 12:38:00,0.0,31.644170657041457,8,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19931,2024-03-22 10:59:00,2024-03-22 10:59:00,0.0,61.37394298709982,14,"['אבן מנחם', 'אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'זרעית', 'חניתה', 'יערה', 'ערב אל עראמשה', 'שומרה', 'שתולה', 'מנות', 'נווה זיו', 'עבדון']"
19935,2024-03-22 11:01:00,2024-03-22 11:01:00,0.0,20.00198172499835,7,"['אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'חניתה', 'יערה', 'ערב אל עראמשה']"
19941,2024-03-22 14:31:00,2024-03-22 14:31:00,0.0,47.97014641735594,13,"['אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'חניתה', 'יערה', 'ערב אל עראמשה', 'אזור תעשייה אכזיב מילואות', 'בצת', 'לימן', 'מצובה', 'ראש הנקרה', 'שלומי']"
19943,2024-03-22 19:10:00,2024-03-22 19:10:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
19949,2024-03-23 12:33:00,2024-03-23 12:34:00,1.0,61.73123784972445,14,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר', 'גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19951,2024-03-23 15:20:00,2024-03-23 15:20:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
19963,2024-03-24 09:31:00,2024-03-24 09:31:00,0.0,205.47325104118758,14,"['אבני איתן', 'אלי עד', 'אפיק', 'בני יהודה וגבעת יואב', 'גשור', 'חספין', 'כפר חרוב', 'מבוא חמה', 'מיצר', 'נאות גולן', 'נוב', 'נטור', 'רמת מגשימים', 'אזור תעשייה בני יהודה']"
19965,2024-03-24 11:09:00,2024-03-24 11:09:00,0.0,31.644170657041457,8,"['גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
19977,2024-03-25 14:15:00,2024-03-25 14:15:00,0.0,109.25378287183959,17,"['אזור תעשייה רמת דלתון', 'משמר הירדן', 'יסוד המעלה', 'חולתה', 'גדות', 'איילת השחר', 'רמות נפתלי', 'עמוקה', 'מרכז אזורי מבואות חרמון', 'יפתח', 'דישון', 'ריחאנייה', 'עלמה', 'כרם בן זמרה', 'דלתון', 'מלכיה', 'שדה אליעזר']"
19981,2024-03-25 15:19:00,2024-03-25 15:19:00,0.0,3.1354508121768716,2,"['קלע', 'שעל']"
20055,2024-03-28 10:31:00,2024-03-28 10:31:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
20071,2024-03-29 11:55:00,2024-03-29 11:55:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20085,2024-03-30 16:33:00,2024-03-30 16:33:00,0.0,27.982635023861278,9,"['הילה', 'חוסן', 'כפר ורדים', 'מעונה', 'מעיליא', 'מעלות תרשיחא', 'מנות', 'נווה זיו', 'עבדון']"
20087,2024-03-30 16:48:00,2024-03-30 16:48:00,0.0,39.2500723731254,5,"['יפתח', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי', 'דישון', 'מלכיה']"
20104,2024-03-31 13:56:00,2024-03-31 13:56:00,0.0,39.83924540054529,10,"['אודם', 'אל רום', 'בוקעתא', ""מג'דל שמס"", 'מסעדה', ""נווה אטי''ב"", 'נמרוד', 'עין קנייא', 'קלע', 'שעל']"
20108,2024-04-01 01:30:00,2024-04-01 01:30:00,0.0,7.613646627955344,3,"['אילות', 'אילת', 'אזור תעשייה שחורת']"
20110,2024-04-01 01:32:00,2024-04-01 01:32:00,0.0,7.613646627955344,3,"['אילות', 'אילת', 'אזור תעשייה שחורת']"
20112,2024-04-01 17:59:00,2024-04-01 17:59:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
20122,2024-04-01 23:03:00,2024-04-01 23:03:00,0.0,223.7963396254191,15,"['חמת גדר', 'אבני איתן', 'אלי עד', 'אפיק', 'בני יהודה וגבעת יואב', 'גשור', 'חספין', 'כפר חרוב', 'מבוא חמה', 'מיצר', 'נאות גולן', 'נוב', 'נטור', 'רמת מגשימים', 'אזור תעשייה בני יהודה']"
20138,2024-04-03 01:01:00,2024-04-03 01:01:00,0.0,0.0,1,['כושי רמון']
20149,2024-04-03 14:31:00,2024-04-03 14:31:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
20153,2024-04-03 15:53:00,2024-04-03 15:53:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20157,2024-04-03 15:57:00,2024-04-03 15:57:00,0.0,29.205838427195363,10,"['אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'חניתה', 'יערה', 'מנות', 'נווה זיו', 'עבדון', 'ערב אל עראמשה']"
20183,2024-04-05 12:48:00,2024-04-05 12:48:00,0.0,66.9267379882177,16,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
20195,2024-04-05 13:43:00,2024-04-05 13:43:00,0.0,4.033112041011032,3,"['מנות', 'נווה זיו', 'עבדון']"
20220,2024-04-06 21:55:00,2024-04-06 21:55:00,0.0,24.4409160705187,8,"['אודם', 'אל רום', 'בוקעתא', ""מג'דל שמס"", 'מסעדה', ""נווה אטי''ב"", 'נמרוד', 'עין קנייא']"
20234,2024-04-07 14:27:00,2024-04-07 14:27:00,0.0,7.613646627955344,3,"['אילות', 'אילת', 'אזור תעשייה שחורת']"
20240,2024-04-08 13:40:00,2024-04-08 13:40:00,0.0,16.661795832921896,6,"['אזור תעשייה אכזיב מילואות', 'בצת', 'לימן', 'מצובה', 'ראש הנקרה', 'שלומי']"
20242,2024-04-08 14:19:00,2024-04-08 14:19:00,0.0,39.51615163325526,5,"['דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
20244,2024-04-08 16:46:00,2024-04-08 16:46:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20264,2024-04-08 23:32:00,2024-04-08 23:32:00,0.0,7.613646627955344,3,"['אילות', 'אילת', 'אזור תעשייה שחורת']"
20268,2024-04-09 12:04:00,2024-04-09 12:04:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20276,2024-04-10 17:06:00,2024-04-10 17:06:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20282,2024-04-12 17:00:00,2024-04-12 17:00:00,0.0,8.696015105292721,3,"[""דוב''ב"", 'מתת', 'סאסא']"
20284,2024-04-12 19:26:00,2024-04-12 19:26:00,0.0,32.48997482968152,5,"['דישון', 'מרכז אזורי מבואות חרמון', 'מלכיה', 'יפתח', 'רמות נפתלי']"
20306,2024-04-13 11:49:00,2024-04-13 11:50:00,1.0,61.73123784972445,14,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר', 'גונן', 'כפר בלום', 'כפר סאלד', 'להבות הבשן', 'נאות מרדכי', 'עמיר', 'שדה נחמיה', 'שמיר']"
20308,2024-04-13 11:52:00,2024-04-13 11:52:00,0.0,21.69803928838681,6,"['דפנה', ""ע'ג'ר"", 'קיבוץ דן', 'הגושרים', 'שניר', 'שאר ישוב']"
20310,2024-04-13 12:55:00,2024-04-13 12:55:00,0.0,9.624633518999948,4,"['אבירים', 'אלקוש', 'נטועה', 'פסוטה']"
20525,2024-04-15 12:48:00,2024-04-15 12:48:00,0.0,20.00198172499835,7,"['אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'חניתה', 'יערה', 'ערב אל עראמשה']"
20567,2024-04-18 12:45:00,2024-04-18 12:45:00,0.0,20.52527279655275,7,"['יערה', 'גורנות הגליל', 'גורן', 'ערב אל עראמשה', 'אדמית', 'אילון', 'חניתה']"
20569,2024-04-18 17:56:00,2024-04-18 17:56:00,0.0,20.00198172499835,7,"['אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'חניתה', 'יערה', 'ערב אל עראמשה']"
20573,2024-04-18 18:55:00,2024-04-18 18:55:00,0.0,44.93166311175423,11,"['אבן מנחם', 'אדמית', 'אילון', 'גורן', 'גורנות הגליל', 'זרעית', 'חניתה', 'יערה', 'ערב אל עראמשה', 'שומרה', 'שתולה']"
20587,2024-04-19 05:46:00,2024-04-19 05:46:00,0.0,35.54798869905737,8,"['אביבים', 'אזור תעשייה רמת דלתון', 'ברעם', 'דלתון', 'יראון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
20591,2024-04-20 07:46:00,2024-04-20 07:46:00,0.0,35.54798869905737,8,"['אביבים', 'אזור תעשייה רמת דלתון', 'ברעם', 'דלתון', 'יראון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
20595,2024-04-20 10:40:00,2024-04-20 10:40:00,0.0,37.67161358652694,10,"['מטולה', 'בית הלל', 'מעיין ברוך', 'משגב עם', 'מרגליות', 'כפר יובל', 'כפר גלעדי', 'מנרה', 'קריית שמונה', 'תל חי']"
20597,2024-04-20 11:52:00,2024-04-20 11:52:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
20599,2024-04-20 12:28:00,2024-04-20 12:28:00,0.0,90.25852569561982,16,"['קריית שמונה', 'מרגליות', 'הגושרים', 'שאר ישוב', 'משגב עם', 'קיבוץ דן', 'מעיין ברוך', 'תל חי', 'כפר גלעדי', ""ע'ג'ר"", 'מטולה', 'מנרה', 'כפר יובל', 'שניר', 'בית הלל', 'דפנה']"
20601,2024-04-20 12:59:00,2024-04-20 12:59:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20611,2024-04-21 14:40:00,2024-04-21 14:40:00,0.0,35.54798869905737,8,"['אביבים', 'אזור תעשייה רמת דלתון', 'ברעם', 'דלתון', 'יראון', 'כרם בן זמרה', 'עלמה', 'ריחאנייה']"
20613,2024-04-21 15:07:00,2024-04-21 15:07:00,0.0,28.82088348172775,5,"['רמות נפתלי', 'דישון', 'מלכיה', 'יפתח', 'מרכז אזורי מבואות חרמון']"
20623,2024-04-22 14:14:00,2024-04-22 14:14:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20625,2024-04-22 14:18:00,2024-04-22 14:18:00,0.0,25.90585480652807,8,"['כפר סאלד', 'כפר בלום', 'שדה נחמיה', 'שמיר', 'להבות הבשן', 'גונן', 'נאות מרדכי', 'עמיר']"
20637,2024-04-22 19:00:00,2024-04-22 19:00:00,0.0,65.61131351952788,13,"['ראש הנקרה', 'לימן', 'שלומי', 'בצת', 'אילון', 'חניתה', 'אדמית', 'אזור תעשייה אכזיב מילואות', 'גורן', 'ערב אל עראמשה', 'מצובה', 'יערה', 'גורנות הגליל']"
20647,2024-04-23 13:08:00,2024-04-23 13:08:00,0.0,3.0202960600965714,3,"['לוחמי הגטאות', 'מזרעה', 'רגבה']"
20649,2024-04-23 13:41:00,2024-04-23 13:41:00,0.0,2.3433081073764486,3,"['מזרעה', 'רגבה', 'לוחמי הגטאות']"
20653,2024-04-23 13:45:00,2024-04-23 13:47:00,2.0,78.74864565456018,15,"['בוסתן הגליל', 'בית העמק', ""ג'דידה מכר"", 'כפר מסריק', 'נס עמים', 'נתיב השיירה', 'עין המפרץ', 'עכו', 'שומרת', ""שייח' דנון"", 'אזור תעשייה שער נעמן', 'כפר ביאליק', 'קריית ביאליק', 'קריית ים', 'קריית מוצקין']"
20671,2024-04-24 09:31:00,2024-04-24 09:31:00,0.0,43.25562721090473,10,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי']"
20685,2024-04-25 15:35:00,2024-04-25 15:35:00,0.0,45.719168449378905,10,"['קריית שמונה', 'מרגליות', 'משגב עם', 'מעיין ברוך', 'תל חי', 'כפר גלעדי', 'מטולה', 'מנרה', 'כפר יובל', 'בית הלל']"
20689,2024-04-27 17:05:00,2024-04-27 17:05:00,0.0,97.70653958914667,15,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'דישון', 'יפתח', 'מלכיה', 'מרכז אזורי מבואות חרמון', 'רמות נפתלי']"
20701,2024-04-28 09:03:00,2024-04-28 09:03:00,0.0,35.46301828372263,5,"['רמות נפתלי', 'מלכיה', 'דישון', 'מרכז אזורי מבואות חרמון', 'יפתח']"
20729,2024-04-29 15:17:00,2024-04-29 15:17:00,0.0,16.900182168977153,6,"['דפנה', 'הגושרים', ""ע'ג'ר"", 'קיבוץ דן', 'שאר ישוב', 'שניר']"
20790,2024-05-06 11:27:00,2024-05-06 11:28:00,1.0,135.12955795712526,24,"['בית הלל', 'כפר גלעדי', 'כפר יובל', 'מטולה', 'מנרה', 'מעיין ברוך', 'מרגליות', 'משגב עם', 'קריית שמונה', 'תל חי', 'שדה נחמיה', 'שאר ישוב', 'קיבוץ דן', 'עמיר', ""ע'ג'ר"", 'נאות מרדכי', 'דפנה', 'כפר סאלד', 'כפר בלום', 'הגושרים', 'שמיר', 'גונן', 'להבות הבשן', 'שניר']"
